Date,log_returns,Open,High,Low,Close
2011/9/26,-0.014883689,17634.42,17734.84,16999.54,17407.8
2011/9/27,0.040679979,17818.97,18136.02,17769.06,18130.55
2011/9/28,-0.006612347,17962.49,18101.27,17843.95,18011.06
2011/9/30,-0.023518455,17946.24,17946.24,17502.08,17592.41
2011/10/3,-0.044771089,17179.2,17179.2,16717.14,16822.15
2011/10/4,-0.034586946,16731.58,16840.91,16170.35,16250.27
2011/10/6,0.055186932,16975,17179.93,16849.45,17172.28
2011/10/7,0.030664151,17540.72,17800.72,17505.38,17707.01
2011/10/10,0.000228697,17853.26,17859.35,17437.84,17711.06
2011/10/11,0.024017789,18441.87,18456.16,18041.7,18141.59
2011/10/12,0.010302509,17990.56,18411.77,17804.56,18329.46
2011/10/13,0.023100598,18601.65,18758.74,18453.05,18757.81
2011/10/14,-0.013742715,18639.43,18665.95,18367.85,18501.79
2011/10/17,0.0199173,18808.66,18908.17,18675.81,18873.99
2011/10/18,-0.043174244,18411.4,18411.4,17963.26,18076.46
2011/10/19,0.012794219,18400.33,18426.29,18203.99,18309.22
2011/10/20,-0.01797233,18198.12,18198.12,17782,17983.1
2011/10/21,0.002367199,18034.2,18082.43,17926.29,18025.72
2011/10/24,0.040557182,18444.16,18826.85,18435.41,18771.82
2011/10/25,0.010407084,18867.51,18981.57,18801.42,18968.2
2011/10/26,0.005171074,18727.96,19106.74,18705.08,19066.54
2011/10/27,0.032109901,19067.59,19693.19,19046.47,19688.7
2011/10/28,0.016648944,20152.22,20272.38,19972.24,20019.24
2011/10/31,-0.007740966,20027.72,20155.62,19699.33,19864.87
2011/11/1,-0.025229433,19461.08,19698.99,19322.6,19369.96
2011/11/2,0.018604929,19091.85,19745.48,19024.07,19733.71
2011/11/3,-0.025206966,19418.82,19541.12,19142.34,19242.5
2011/11/4,0.030719343,19922.77,19981.52,19773.31,19842.79
2011/11/7,-0.008345047,19894.22,19977.09,19649.57,19677.89
2011/11/8,2.95E-05,19848.5,19914.92,19659.94,19678.47
2011/11/9,0.016928369,20067.38,20173.14,19967.17,20014.43
2011/11/10,-0.053916869,19091.4,19199.08,18945.58,18963.89
2011/11/11,0.009095873,19143.58,19206.34,19028.31,19137.17
2011/11/14,0.019201348,19600.37,19640.68,19496.16,19508.18
2011/11/15,-0.008222069,19305.28,19420.06,19240.35,19348.44
2011/11/16,-0.020232832,19483.1,19483.1,18768.67,18960.9
2011/11/17,-0.00759327,18686.17,18958.97,18657.74,18817.47
2011/11/18,-0.017489128,18561.04,18561.04,18398.96,18491.23
2011/11/21,-0.01445565,18213.72,18293.94,18054.23,18225.85
2011/11/22,0.001411283,18225.48,18355.12,18017.5,18251.59
2011/11/23,-0.021440615,17954.58,17964.4,17838.74,17864.43
2011/11/24,0.003948102,17657.69,17997.07,17657.69,17935.1
2011/11/25,-0.013789574,17658.78,17827.81,17613.2,17689.48
2011/11/28,0.019499998,18019.21,18095.2,17954.19,18037.81
2011/11/29,0.012034638,18225.1,18372.45,18053.92,18256.2
2011/11/30,-0.014724832,18192.29,18192.29,17860.8,17989.35
2011/12/1,0.054778003,19033.96,19050.56,18868.32,19002.26
2011/12/2,0.002004593,18977.2,19151.65,18878.31,19040.39
2011/12/5,0.007289394,19117.89,19188.86,18972.9,19179.69
2011/12/6,-0.012458086,19011.81,19038.48,18818.68,18942.23
2011/12/7,0.015627769,19114.02,19242.8,19009.43,19240.58
2011/12/8,-0.006924438,19112.33,19137.56,18956.41,19107.81
2011/12/9,-0.027676168,18721.16,18840.93,18511.42,18586.23
2011/12/12,-0.000568862,18853.32,18919.42,18508.12,18575.66
2011/12/13,-0.00694115,18327.45,18465.39,18297.66,18447.17
2011/12/14,-0.005040009,18301.05,18476.15,18280.67,18354.43
2011/12/15,-0.018009204,18122.73,18133.94,17895.15,18026.84
2011/12/16,0.014240622,18025.6,18390.41,18025.6,18285.39
2011/12/19,-0.011837654,18053.64,18092.35,17821.52,18070.21
2011/12/20,0.000552691,18044.75,18270.7,18010.26,18080.2
2011/12/21,0.01842687,18462.64,18473.19,18288.65,18416.45
2011/12/22,-0.002077475,18356.87,18388.01,18238.38,18378.23
2011/12/23,0.01356182,18589.68,18636.75,18539.59,18629.17
2011/12/28,-0.005949219,18621.5,18621.5,18461.97,18518.67
2011/12/29,-0.006541798,18329.61,18409.12,18293.81,18397.92
2011/12/30,0.001980327,18489.04,18506.27,18415.85,18434.39
2012/1/3,0.023748027,18770.64,18886.12,18724.17,18877.41
2012/1/4,-0.007983083,18970.6,18970.6,18687.94,18727.31
2012/1/5,0.004587027,18753.38,18821.09,18723.28,18813.41
2012/1/6,-0.011781521,18784.86,18784.86,18506.58,18593.06
2012/1/9,0.014558126,18588.36,18884.26,18302.84,18865.72
2012/1/10,0.007317698,18948.12,19086.53,18858.57,19004.28
2012/1/11,0.007739799,19071.9,19175.85,18983.14,19151.94
2012/1/12,-0.002957595,19112.76,19261.29,19050.95,19095.38
2012/1/13,0.00569404,19232.21,19232.21,19073.18,19204.42
2012/1/16,-0.010059583,19070.74,19070.74,18985.75,19012.2
2012/1/17,0.031863503,19198.09,19640.28,19173.29,19627.75
2012/1/18,0.003010075,19651.59,19726.84,19577.07,19686.92
2012/1/19,0.012921242,19842.46,19956.54,19776.32,19942.95
2012/1/20,0.008359905,20161.72,20161.72,19927.88,20110.37
2012/1/26,0.016216088,20453.47,20453.47,20301.59,20439.14
2012/1/27,0.003054656,20443.46,20590.8,20384.05,20501.67
2012/1/30,-0.016785566,20518,20518,20144.95,20160.41
2012/1/31,0.011347835,20326.49,20465.89,20219.27,20390.49
2012/2/1,-0.002805237,20394.67,20534.22,20269.51,20333.37
2012/2/2,0.019774305,20638.96,20761.7,20564.97,20739.45
2012/2/3,0.000844892,20680.71,20796.74,20639.49,20756.98
2012/2/6,-0.002268797,21015.55,21015.55,20633.13,20709.94
2012/2/7,-0.000519209,20808.05,20881.85,20649.27,20699.19
2012/2/8,0.01530653,20827.89,21023.33,20755.73,21018.46
2012/2/9,-0.000402108,20922.29,21053.06,20787.84,21010.01
2012/2/10,-0.010822267,20986.25,21002.33,20703.79,20783.86
2012/2/13,0.004969382,20718.8,20969.8,20673.96,20887.4
2012/2/14,0.001455799,20845.24,20947.95,20813.53,20917.83
2012/2/15,0.021162929,20993.58,21403.28,20933.39,21365.23
2012/2/16,-0.004124998,21266.51,21317.72,21157.55,21277.28
2012/2/17,0.010023255,21503.59,21546.73,21381.69,21491.62
2012/2/20,-0.003114429,21760.34,21760.34,21393.48,21424.79
2012/2/21,0.002514015,21434.31,21480.34,21221.39,21478.72
2012/2/22,0.003279728,21339.02,21569.74,21302.19,21549.28
2012/2/23,-0.007840196,21356.53,21428.5,21325.56,21380.99
2012/2/24,0.001209222,21438.97,21468.93,21292.4,21406.86
2012/2/27,-0.008868152,21381.66,21589.02,21076.52,21217.86
2012/2/28,0.016401301,21303.39,21583.07,21273.99,21568.73
2012/2/29,0.005149286,21643.85,21716.76,21525.91,21680.08
2012/3/1,-0.01356572,21578.19,21641.14,21338.29,21387.96
2012/3/2,0.008116417,21618.15,21623.24,21531.93,21562.26
2012/3/5,-0.013867458,21518.03,21578.76,21230.61,21265.31
2012/3/6,-0.021823684,21173.74,21173.74,20789.36,20806.25
2012/3/7,-0.008614711,20521.96,20732.87,20521.96,20627.78
2012/3/8,0.013145376,20722.95,20909.71,20681.09,20900.73
2012/3/9,0.008825227,20930.93,21209.79,20917.68,21086
2012/3/12,0.002282322,21073.59,21170.55,20924.36,21134.18
2012/3/13,0.009677553,21279.41,21427.12,21261.32,21339.7
2012/3/14,-0.001491761,21564.21,21638.32,21263.02,21307.89
2012/3/15,0.002139639,21323.06,21368.48,21162.17,21353.53
2012/3/16,-0.001672316,21350.25,21438.62,21253.39,21317.85
2012/3/19,-0.009547327,21454.01,21454.01,21075.38,21115.29
2012/3/20,-0.010811101,21183.04,21183.04,20786.69,20888.24
2012/3/21,-0.001514438,20948.13,20993.48,20756.03,20856.63
2012/3/22,0.002151914,20886.12,20978.49,20801.79,20901.56
2012/3/23,-0.01119848,20740.56,20742.7,20596.89,20668.8
2012/3/26,2.90E-06,20672.37,20776.36,20580.72,20668.86
2012/3/27,0.018125536,20921.8,21063.38,20896.19,21046.91
2012/3/28,-0.007702448,20959.98,20989.58,20798.09,20885.42
2012/3/29,-0.013304511,20720.34,20720.34,20527.26,20609.39
2012/3/30,-0.00261436,20380.06,20566.09,20374.03,20555.58
2012/4/2,-0.001622286,20662.97,20662.97,20417.69,20522.26
2012/4/3,0.013009088,20704.15,20816.09,20588.2,20790.98
2012/4/5,-0.009568027,20479.27,20670.2,20404.15,20593
2012/4/10,-0.011563713,20387.43,20472.96,20297.39,20356.24
2012/4/11,-0.010646345,20092.96,20188.56,20035.68,20140.67
2012/4/12,0.00922464,20179.72,20360.48,20138.02,20327.32
2012/4/13,0.018218146,20640.5,20719.04,20574.35,20701.04
2012/4/16,-0.004376493,20516.09,20625.45,20514.09,20610.64
2012/4/17,-0.002347659,20678.04,20678.04,20392.57,20562.31
2012/4/18,0.010566327,20800.21,20862.32,20715.94,20780.73
2012/4/19,0.010258675,20767.46,20995.01,20767.46,20995.01
2012/4/20,0.000744186,20933.27,21076.43,20881.62,21010.64
2012/4/23,-0.01855462,20970.96,20970.96,20624.39,20624.39
2012/4/24,0.002555353,20606.17,20771.79,20534.13,20677.16
2012/4/25,-0.001494067,20751.54,20751.82,20584.98,20646.29
2012/4/26,0.007884062,20753.18,20826.91,20674.94,20809.71
2012/4/27,-0.003285591,20916.08,20929.96,20648.77,20741.45
2012/4/30,0.016864482,20889.77,21105.57,20889.77,21094.21
2012/5/2,0.010134678,21245.48,21385.3,21237.17,21309.08
2012/5/3,-0.002798495,21209.44,21256.81,21153.63,21249.53
2012/5/4,-0.007725464,21107.19,21170.64,21061.14,21086
2012/5/7,-0.026398218,20658.41,20674.45,20477.86,20536.65
2012/5/8,-0.002530388,20647.38,20647.38,20399.38,20484.75
2012/5/9,-0.007551599,20361.55,20371.66,20257.61,20330.64
2012/5/10,-0.005096919,20313.97,20375.04,20091.68,20227.28
2012/5/11,-0.01306998,20083.27,20083.27,19901.41,19964.63
2012/5/14,-0.011566472,20037.52,20044.69,19715.51,19735.04
2012/5/15,0.008038025,19702.54,19923.19,19639.85,19894.31
2012/5/16,-0.032412181,19655.34,19655.34,19181.19,19259.83
2012/5/17,-0.003062864,19369.43,19452.3,19139.73,19200.93
2012/5/18,-0.013057163,18787,18985.43,18622.31,18951.85
2012/5/21,-0.001559374,18902,18953.68,18796.69,18922.32
2012/5/22,0.006155208,19061.42,19182.66,19002.64,19039.15
2012/5/23,-0.01337536,18842.32,18845.84,18661.48,18786.19
2012/5/24,-0.006396909,18755.09,18835.81,18654.76,18666.4
2012/5/25,0.002515263,18734.38,18778.44,18577.09,18713.41
2012/5/28,0.004669149,18672.32,18858.32,18672.32,18800.99
2012/5/29,0.013444147,18735.5,19058.47,18735.5,19055.46
2012/5/30,-0.019353282,18897.12,18897.12,18604.45,18690.22
2012/5/31,-0.003252973,18470.77,18657.9,18378.14,18629.52
2012/6/1,-0.003828136,18498.91,18726.44,18487.66,18558.34
2012/6/4,-0.020289761,18249.61,18249.61,18056.4,18185.59
2012/6/5,0.00403023,18373.22,18412.02,18223.13,18259.03
2012/6/6,0.014220094,18349.68,18521.57,18320.61,18520.53
2012/6/7,0.00848204,18825.5,18845.57,18624.43,18678.29
2012/6/8,-0.009464676,18797.94,18797.94,18461.18,18502.34
2012/6/11,0.024098259,18978.88,18978.88,18847.67,18953.63
2012/6/12,-0.004286455,18719.89,18925.79,18708.26,18872.56
2012/6/13,0.00812478,18948.45,19029.55,18812.94,19026.52
2012/6/14,-0.011530217,18901.71,18937.54,18795.65,18808.4
2012/6/15,0.022372848,18924.09,19254.56,18919.17,19233.94
2012/6/18,0.010029118,19578.13,19578.13,19395.93,19427.81
2012/6/19,-0.000573569,19451.2,19472.05,19320.18,19416.67
2012/6/20,0.00524869,19551.89,19578.82,19469.13,19518.85
2012/6/21,-0.013087054,19480.71,19495.54,19258.11,19265.07
2012/6/22,-0.014110981,18992.9,19089.45,18976.05,18995.13
2012/6/25,-0.005155638,19019.03,19066.75,18861.56,18897.45
2012/6/26,0.00445574,18850.47,18998.47,18850.47,18981.84
2012/6/27,0.010226304,18990.17,19213.92,18942,19176.95
2012/6/28,-0.007940941,19305.74,19305.74,19009.26,19025.27
2012/6/29,0.021639804,18996.57,19510.77,18991.1,19441.46
2012/7/3,0.015012666,19765.41,19765.41,19622.37,19735.53
2012/7/4,-0.001307127,19833.84,19835.13,19677.45,19709.75
2012/7/5,0.005029505,19757.42,19869.11,19588.63,19809.13
2012/7/6,-0.000428682,19752.83,19839.12,19690.64,19800.64
2012/7/9,-0.018994303,19634.84,19737.92,19421.75,19428.09
2012/7/10,-0.001634537,19504.42,19515.89,19347.23,19396.36
2012/7/11,0.001211349,19264.58,19441.12,19233.76,19419.87
2012/7/12,-0.020537083,19356.79,19356.79,18998.3,19025.11
2012/7/13,0.003542711,19069.36,19160.49,19032.59,19092.63
2012/7/16,0.001502592,19265.34,19265.34,19061.67,19121.34
2012/7/17,0.01731608,19156.96,19479.28,19156.96,19455.33
2012/7/18,-0.01113586,19452.24,19452.24,19134.57,19239.88
2012/7/19,0.016452887,19393.45,19600.32,19393.45,19559.05
2012/7/20,0.00417094,19613.78,19656.11,19511.9,19640.8
2012/7/23,-0.030359798,19259.36,19259.36,18986.2,19053.47
2012/7/24,-0.007918017,19078.14,19124.96,18854.32,18903.2
2012/7/25,-0.001369489,18762.2,18925.66,18710.59,18877.33
2012/7/26,0.000818637,18870.33,18961.58,18793.15,18892.79
2012/7/27,0.020026476,19165.03,19330.69,19162.53,19274.96
2012/7/30,0.015977546,19505.03,19593.62,19478.7,19585.4
2012/7/31,0.010736423,19661.41,19840.16,19618.57,19796.81
2012/8/1,0.001189888,19646.96,19898.92,19646.96,19820.38
2012/8/2,-0.006589651,19784.15,19786.71,19651.76,19690.2
2012/8/3,-0.001220641,19553.79,19673.7,19454.33,19666.18
2012/8/6,0.016767862,20052.5,20091.3,19978.65,19998.72
2012/8/7,0.003684939,20033.87,20117.12,19983.76,20072.55
2012/8/8,-0.000350291,20188.88,20188.88,19966.12,20065.52
2012/8/9,0.010112894,20149.2,20300.03,20149.2,20269.47
2012/8/10,-0.006600596,20204.71,20222.13,20045.3,20136.12
2012/8/13,-0.002723196,20188.48,20188.48,20037.81,20081.36
2012/8/14,0.010418928,20251.42,20299.72,20094.02,20291.68
2012/8/15,-0.011867588,20125.29,20135,20016.03,20052.29
2012/8/16,-0.004465306,20151.69,20151.69,19919.56,19962.95
2012/8/17,0.007640943,20057.31,20147.39,20047.64,20116.07
2012/8/20,-0.000586768,20080.32,20109.56,19911.49,20104.27
2012/8/21,-0.000207938,20111.97,20141.16,19979.58,20100.09
2012/8/22,-0.01061882,19996.73,19996.73,19853.42,19887.78
2012/8/23,0.012217037,19935.13,20133.41,19935.13,20132.24
2012/8/24,-0.0126068,19930.45,19930.45,19840.19,19880.03
2012/8/27,-0.004100947,19939.54,19939.54,19769.43,19798.67
2012/8/28,0.000662956,19723.3,19856.32,19723.3,19811.8
2012/8/29,-0.001176254,19857.61,19863.47,19770.54,19788.51
2012/8/30,-0.011977342,19657.2,19657.2,19509.31,19552.91
2012/8/31,-0.003603905,19516.95,19554.26,19450.77,19482.57
2012/9/3,0.003926056,19414.62,19608.55,19386.04,19559.21
2012/9/4,-0.006632644,19540.93,19572.31,19414.51,19429.91
2012/9/5,-0.01476839,19330.16,19330.16,19116.84,19145.07
2012/9/6,0.003349296,19101.93,19216.08,19076.79,19209.3
2012/9/7,0.030396486,19537.93,19829.02,19484.24,19802.16
2012/9/10,0.001262197,19876.41,19930.37,19764.69,19827.17
2012/9/11,0.001547686,19757.37,19907.3,19658.71,19857.88
2012/9/12,0.010893781,19996.14,20118.19,19996.14,20075.39
2012/9/13,-0.001383745,20061.97,20146.77,20009.5,20047.63
2012/9/14,0.028624721,20479.38,20648.1,20475.74,20629.78
2012/9/17,0.001372315,20758.49,20758.49,20591.44,20658.11
2012/9/18,-0.002723218,20622.12,20712.69,20568.12,20601.93
2012/9/19,0.011581103,20609.52,20895.61,20609.52,20841.91
2012/9/20,-0.012115661,20816.77,20816.77,20578.56,20590.92
2012/9/21,0.006969998,20697.27,20808.04,20677.14,20734.94
2012/9/24,-0.001942571,20611.1,20780.14,20503.24,20694.7
2012/9/25,0.000192301,20694.33,20758.36,20648.59,20698.68
2012/9/26,-0.008293275,20485.99,20576.84,20485.08,20527.73
2012/9/27,0.011361705,20487.36,20850.49,20487.36,20762.29
2012/9/28,0.00375409,20757.97,20889.9,20725.52,20840.38
2012/10/3,0.002295785,20951.38,21005.68,20799.82,20888.28
2012/10/4,0.000941233,20914.32,20947.3,20835.06,20907.95
2012/10/5,0.004982318,21007.6,21021.24,20924.73,21012.38
2012/10/8,-0.008978728,20979.53,20981.63,20807.93,20824.56
2012/10/9,0.005398243,20926.83,21093.1,20926.83,20937.28
2012/10/10,-0.000844784,20785.06,20941.89,20767.36,20919.6
