,Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21
10,2010/1/18,21418.34,21645.68,21320.97,21460.01,21469.700282590522,21590.437316891574,21740.430791114268,21908.85426911617,22092.17485951905,22288.199137187094,22495.403560967046,22712.655739887035,22939.074387744677,23173.950310681157,23416.69807532984,23666.82461163043,23923.90784192015,24187.581580551563,24457.52453215019,24733.452068154307,25015.109945025728,25302.269415216622,25594.723359834057,25892.283185614047,26194.776303589915,21367.102582591247,21247.61447035139,21101.021077424928,20938.807786141086,20765.057821273596,20582.42954183765,20392.8454589538,20197.782840074062,19998.42193286958,19795.73107758666,19590.519845276616,19383.47437324405,19175.182055825073,18966.14950229096,18756.81603641304,18547.564128594084,18338.727647560143,18130.59851776432,17923.43218194386,17717.45214846416,17512.853823940855
11,2010/1/19,21481.11,21681.69,21335.6,21677.98,21532.62080242251,21653.711676640338,21804.144731632452,21973.06180258853,22156.919644405836,22353.51840375216,22561.330074484056,22779.21894696997,23006.301152252046,23241.865418061163,23485.32459532105,23736.18416894776,23994.020824309882,24258.46730259217,24529.20136681072,24805.937554252578,25088.42087627667,25376.42191495251,25669.732944390882,25968.164818623936,26271.544442884388,21429.72242283607,21309.884130852806,21162.861121659447,21000.172437404257,20825.91326942884,20642.749767510653,20452.61007700817,20256.975794750822,20057.03062732145,19853.745752848146,19647.93311496456,19440.280861814525,19231.378109190748,19021.732951067046,18811.785998725976,18601.920843463296,18392.47233246277,18183.733245710562,17975.95977456124,17769.376082408577,17564.17814853972
12,2010/1/20,21543.25,21561.56,21171.3,21286.17,21594.90981154087,21716.350974311008,21867.219198157858,22036.624908052487,22221.014609084265,22418.182084242097,22626.594907205847,22845.114082992488,23072.853185810876,23309.098885841846,23553.26233551945,23804.84758923928,24063.430107816304,24328.641570038457,24600.158806763015,24877.695529497865,25160.99601197738,25449.83017261681,25743.989684622855,26043.284854871097,26347.542087870184,21491.71377018055,21371.528813082503,21224.080499526786,21060.921193649177,20886.157933254977,20702.46458069084,20511.774859004316,20315.574650949864,20115.05108730614,19911.17815560024,19704.770148235366,19496.517204012536,19287.010142903397,19076.758528682883,18866.204247222486,18655.731999460953,18445.67760121933,18236.33467943016,18027.96016655175,17820.778874431933,17614.987349281684
13,2010/1/21,21192.83,21272.26,20828.24,20862.67,21243.649519052033,21363.115333986636,21511.529552843505,21678.179729155167,21859.570168746093,22053.530540674616,22258.553344888973,22473.51811316611,22697.55283821375,22929.955793152643,23170.147708542892,23417.64070577364,23672.017151164873,23932.91471457455,24200.015483491647,24473.03782615939,24751.73017592585,25035.866193686594,25325.240941267723,25619.66781107112,25918.976031289516,21142.132052503475,21023.902009945545,20878.85207351659,20718.346697940382,20546.426116422736,20365.720698576228,20178.132713734114,19985.12387545472,19787.862004785453,19587.305246485532,19384.254647772595,19179.38912173015,18973.289878120868,18766.458192214566,18559.32876221852,18352.280031570728,18145.642353751133,17939.70457959073,17734.71946231432,17530.908157006364,17328.464012880017
14,2010/1/22,20527.2,20738.99,20250.36,20726.18,20576.423366180206,20692.136967257815,20835.889753144304,20997.30573671916,21172.999017492464,21360.867430849772,21559.45082469896,21767.663922778756,21984.662106032145,22209.765687602972,22442.413591898847,22682.13326372913,22928.5201865627,23181.22341041827,23439.93500786491,23704.38219271041,23974.321299574673,24249.533098271604,24529.819087379587,24814.998520321216,25104.90598893523,20478.09438702379,20363.577744857772,20223.083575128465,20067.6193947652,19901.098540262567,19726.068765889875,19544.37259400292,19357.42582827466,19166.359610520725,18972.101991836756,18775.428859937892,18576.997804426264,18377.37178027487,18177.036318567498,17976.412464395362,17775.866774945047,17575.719227867172,17376.24960168957,17177.70271109703,16980.292765076727,16784.20704007868
15,2010/1/25,20519.01,20619.7,20422.67,20598.55,20568.213726903097,20683.88116024264,20827.576591238234,20988.928172609892,21164.551354783798,21352.344811873063,21550.84897436115,21758.97899899336,21975.89060370117,22200.904372811794,22433.45945459236,22673.083482393635,22919.372101079633,23171.974500692082,23430.58287665781,23694.924551621596,23964.755957421647,24239.857951340953,24520.032111156543,24805.097762405792,25094.889562922453,20469.92397931939,20355.453027325402,20215.01491235515,20059.612759527896,19893.158343984225,19718.19840348328,19536.574725246104,19349.702548064324,19158.71256244743,18964.532449214617,18767.93778651517,18569.585901584265,18370.039524785545,18169.783993484238,17969.240184781804,17768.77450961481,17568.706817968294,17369.31677674326,17170.849102947654,16973.517920102935,16777.510429939044
16,2010/1/26,20560.11,20560.11,20046.6,20109.33,20609.412282982354,20725.311400575192,20869.294656481143,21030.96942839632,21206.94438742434,21395.11399867925,21594.01576909668,21802.56268245853,22019.90876558189,22245.37324191038,22478.394136313545,22718.498135982012,22965.280075848124,23218.388443274034,23477.51481714766,23742.385973935427,24012.757857603483,24288.410886487443,24569.14624092053,24854.782884545453,25145.15514401219,20510.925659008128,20396.225419337647,20255.506003928178,20099.79257738542,19933.00475021619,19757.694361347876,19575.706887139277,19388.4604011345,19197.08785863943,19002.51879863707,18805.530352775717,18606.781164930555,18406.835092625744,18206.17844536726,18005.232943282073,17804.365731235404,17603.897299878412,17404.107876290665,17205.242667653318,17007.516226381664,16811.11612917456
17,2010/1/27,20185.8,20340.82,19923.55,20033.07,20234.204703273725,20347.99380303562,20489.355751345545,20648.087130259635,20820.85835220095,21005.602214897663,21200.882850910413,21405.633033849106,21619.02219201565,21840.381942827862,22069.16054227326,22304.893294505993,22547.182410748534,22795.682777876238,23050.09158978134,23310.140597140078,23575.59018711536,23846.22477566794,24121.849162770704,24402.28560794945,24687.371454043838,20137.51109150711,20024.89904332544,19886.741515200716,19733.862951539973,19570.111603824786,19397.992853116833,19219.31857769321,19035.481034158904,18847.5925516412,18656.56574626926,18463.16360151089,18268.032770206733,18071.72684449279,17874.723280298327,17677.43612006469,17480.22582454917,17283.40704966489,17087.254920777566,16892.01018091422,16697.883476425708,16505.058969056674
18,2010/1/28,20202.33,20437.56,20170.15,20356.37,20250.77434152166,20364.656622322655,20506.13433087025,20664.99569371827,20837.908396715506,21022.80354477373,21218.244094632515,21423.161945958094,21636.725846903446,21858.266867552913,22087.232812074995,22323.15860408789,22565.646129067834,22814.349991279636,23068.967136649888,23329.229096187468,23594.896060838128,23865.75227002248,24141.602363865568,24422.26845634285,24707.58775709526,20154.001548082655,20041.297282740587,19903.02661845381,19750.02286368559,19586.13742122173,19413.877723761645,19235.057133315942,19051.069046598077,18863.026703613312,18671.8434678253,18478.28294750327,18282.992325027033,18086.52564586502,17889.36075693157,17691.912039724288,17494.54025017906,17297.560301878377,17101.24754548605,16905.842921171756,16711.557247783065,16518.574837873297
19,2010/1/29,20026.52,20327.69,19916.34,20121.99,20074.54275650236,20187.433981133712,20327.68048536281,20485.15936330922,20656.567300157505,20839.853405299385,21033.593141288155,21236.727702892123,21448.43307220151,21668.04614063753,21895.01951783166,22128.89217471144,22369.269461329437,22615.808987743563,22868.210337196833,23126.20737703919,23389.562385145473,23658.061478584426,23931.510997592904,24209.734604192643,24492.570924701424,19978.61212457713,19866.888663770464,19729.821294622827,19578.14904914714,19415.68981344456,19244.929199377846,19067.664788244445,18885.277850776485,18698.871939050892,18509.3524680209,18317.476400684136,18123.885287340636,17929.128351899446,17733.679282830508,17537.948855492374,17342.294686356272,17147.028948481355,16952.424596302866,16758.72047321792,16566.125563431175,16374.822575523036
20,2010/2/1,19987.67,20254.24,19845.93,20243.75,20035.599595828906,20148.271819651483,20288.24625580838,20445.419636124236,20616.495053975385,20799.425597332953,20992.789492249827,21195.529987499864,21406.82466370842,21626.011698679373,21852.54476394193,22085.963724786663,22325.87469685849,22571.93595442705,22823.847663522116,23081.34420777174,23344.188326214466,23612.166550836468,23885.08559756052,24162.769470491283,24445.057108999812,19939.855062389597,19828.348337014366,19691.546868646863,19540.168856354812,19378.02477981653,19207.59542898759,19030.67489798776,18848.641777983874,18662.597480241668,18473.445663274862,18281.941821627635,18088.72626103885,17894.347139962905,17699.27722794838,17503.926503479346,17308.651889276953,17113.764952807192,16919.53811899346,16726.209767893954,16533.988478299092,16343.05660434786
21,2010/2/2,20432.96,20533.96,20181.28,20272.18,20481.957382605786,20597.13974465588,20740.232564129907,20900.90748987456,21075.79416600719,21262.800078912667,21460.47178003044,21667.728975582708,21883.730924143118,22107.801059285437,22339.38088130507,22578.00000450362,22823.255769477968,23074.798837451774,23332.322694683317,23595.555807336805,23864.25562869545,24138.20393505494,24417.203136310047,24701.0733156876,24989.64982441219,20384.0798299954,20270.08893164041,20130.23976807635,19975.48932092353,19809.732960620222,19635.506744742448,19454.64473665955,19268.5562401157,19078.36720387513,18885.00141836786,18689.231209222715,18491.711147059985,18293.001602336666,18093.585877072223,17893.88308334755,17694.25809549189,17495.029422144315,17296.47555737455,17098.840191927644,16902.336551361226,16707.15105234255
22,2010/2/3,20486.15,20780.5,20315.31,20722.08,20535.274929998865,20650.757128677495,20794.222439805584,20955.315626012765,21130.65755788433,21318.15027468447,21516.33654431226,21724.13326082632,21940.697494226708,22165.350916885287,22397.533575240588,22636.77385911106,22882.668060911932,23134.865932486664,23393.06016219318,23656.978509353172,23926.37779586508,24201.039229956197,24480.76470716519,24765.373842369074,25054.70155818745,20437.142587723967,20322.854954295668,20182.64174279093,20027.488457464686,19861.30060897736,19686.620856635825,19505.288038146115,19318.715125877323,19128.0309996039,18934.16185451823,18737.88202672633,18539.84779079208,18340.6209758992,18140.68614217339,17940.463492705927,17740.318851647593,17540.5715567623,17341.50082708079,17143.35098771096,16946.33581926793,16750.642223688952
23,2010/2/4,20534.74,20554.2,20316.33,20341.64,20583.981446784528,20699.737551494007,20843.543140295922,21005.01841478801,21180.776230779804,21368.713651494996,21567.369988502025,21775.659566898645,21992.737457384475,22217.923723442473,22450.657083387356,22690.464808450695,22936.94223351536,23189.738279689995,23448.54490643653,23713.089227363605,23983.127487588565,24258.440376398237,24538.829319457946,24824.113503798904,25114.127460502543,20485.616349672284,20371.057643538363,20230.5118678404,20074.990582761446,19908.408562233104,19733.31449635944,19551.55158428697,19364.536149738145,19173.399750016775,18979.070777107932,18782.32540372389,18583.821461010964,18384.12211072536,18183.713062294944,17983.015515468163,17782.39616207447,17582.175097297884,17382.63220243379,17184.012382091696,16986.529923941485,16790.372173223102
24,2010/2/5,19706.24,19822.93,19655.88,19665.08,19753.49473847164,19864.58051705321,20002.584087893254,20157.544438655277,20326.211083755734,20506.565932056445,20697.207228444,20897.093100940197,21105.41270998358,21321.513551953954,21544.85699078397,21774.98937054394,22011.522352841563,22254.119023506417,22502.48377028469,22756.354716730857,23015.49794256062,23279.702985428303,23548.779282731357,23822.553316628415,24100.866294253232,19659.098305338463,19549.16161477581,19414.28633576618,19265.039753200523,19105.17869451576,18937.149019697266,18762.719561695903,18583.24950086613,18399.82474040434,18213.336215149324,18024.528782145764,17834.033731512194,17642.39150353306,17450.068211076406,17257.468060055267,17064.942947654483,16872.80005441391,16681.30796946486,16490.701716431307,16301.186937276669,16112.943418560742
25,2010/2/8,19614.85,19673.11,19423.05,19550.89,19661.885589077898,19772.456194328348,19909.819757417597,20064.06146137251,20231.945895117795,20411.464326649693,20601.221501658598,20800.180379969835,21007.533882385545,21222.632531347634,21444.940188776698,21674.005302625654,21909.441335467054,22150.91293560947,22398.1258617356,22650.81945188266,22908.760870599115,23171.740631583107,23439.569055988515,23712.073430683315,23989.095699221816,19567.92693047827,19458.50008421623,19324.25030513701,19175.6958711081,19016.5761868384,18849.325769350668,18675.705248425413,18497.06750105875,18314.493394443587,18128.86973160388,17940.937915222374,17751.326307735613,17560.572843072823,17369.14147244893,17177.43452722463,16985.80227262027,16794.550464589927,16603.9464466513,16414.22415247874,16225.588270346916,16038.217753034376
26,2010/2/9,19493.5,19843.87,19461.2,19790.28,19540.2445968585,19650.13114166765,19786.644885952224,19939.93235213448,20106.778145460135,20285.185961225594,20473.769177056256,20671.497168570855,20877.567849679333,21091.33576090692,21312.26808106708,21539.916051702316,21773.895526752793,22013.873229227003,22259.556738172505,22510.68700424804,22767.032632471008,23028.385432555708,23294.556899130614,23565.375387577536,23840.683819288985,19446.86722657977,19338.117364734837,19204.698140602064,19057.06275925871,18898.92749106592,18732.71179156798,18560.165398164187,18382.632818088783,18201.188231599328,18016.712955389426,17829.943805350915,17641.505256468656,17451.93191466874,17261.684860867314,17071.163937346108,16880.71724236093,16690.648640264073,16501.22382061536,16312.675269825888,16125.206409837834,15938.995086313464
27,2010/2/10,19914.84,19976.66,19681.54,19922.22,19962.594952538107,20074.856627354173,20214.32103216748,20370.921712549407,20541.373774967826,20723.637765822143,20916.297091748893,21118.298852055384,21328.82362405458,21547.21199706259,21772.91963329099,22005.48807464454,22244.524871982845,22489.68954473743,22740.683351457017,22997.241643608333,23259.128024748705,23526.1298046876,23798.054403625945,24074.726466952812,24355.98552090333,19867.19928789493,19756.098864745476,19619.7958662317,19468.96943702238,19307.416172374342,19137.607822873764,18961.331945416478,18779.96210793276,18594.595708425044,18406.13311270462,18215.32706248517,18022.815530393837,17829.144677534645,17634.78555080385,17440.146634827903,17245.58355179209,17051.406733889584,16857.887613396444,16665.263701774405,16473.742817805673,16283.506651176998
28,2010/2/11,20095.53,20310.79,20095.53,20290.69,20143.71823959309,20256.998479560698,20397.72826352371,20555.74980276959,20727.748399488984,20911.666095846704,21106.073445538732,21309.90799476393,21522.342886103906,21742.71272595367,21970.468237675424,22205.14680352248,22446.352413611028,22693.741498146977,22947.012605158012,23205.898684919415,23470.161196132045,23739.585518838903,24013.977325938708,24293.159671804755,24576.970626672293,20047.457037358632,19935.34858524892,19797.808891446533,19645.613993924446,19482.594934954723,19311.24589164635,19133.370639637335,18950.35520942302,18763.30695584432,18573.134413851636,18380.597154884625,18186.3389399812,17990.910885637935,17794.788312622408,17598.38341179659,17402.05503195328,17206.116421878363,17010.841476589147,16816.469862520542,16623.211284022287,16431.2490792759
29,2010/2/12,20240.67,20428.32,20212.55,20268.69,20289.206279236463,20403.304685932137,20545.050891001953,20704.213741086918,20877.454597967044,21062.700640203147,21258.512097312807,21463.81884192049,21677.78804462867,21899.7495060259,22129.149982322928,22365.523514515582,22608.471232537995,22857.647085162647,23112.74744317983,23373.503328097733,23639.674475752272,23911.04471609343,24187.418318492113,24468.61705933152,24754.477839308893,20192.249830303244,20079.331674705285,19940.798600227765,19787.50447479647,19623.30801039286,19450.72139832438,19271.561442001686,19087.22418252777,18898.824972615774,18707.27890911135,18513.351049460183,18317.689804265392,18120.85027046339,17923.311201826822,17725.48776626687,17527.741404362354,17330.387627339052,17133.702308421507,16937.92684503587,16743.272456121904,16549.92380402146
30,2010/2/17,20657.86,20684.22,20471.36,20534.01,20707.396683389816,20823.846826183624,20968.51462916957,21130.958059859175,21307.769665784755,21496.83390160637,21696.68132105283,21906.219739848315,22124.599162755625,22351.13557656699,22585.264334324384,22826.50987292273,23074.465100997022,23328.776834694607,23589.135186560867,23855.265634061376,24126.922960833996,24403.886541245814,24685.956610371373,24972.951271142818,25264.7040625407,20608.4418193384,20493.196254354592,20351.807809311707,20195.354066328786,20027.773271120685,19851.62939495527,19668.776688235568,19480.63996652646,19288.35757160215,19092.863461801164,18894.9384635292,18695.244352086265,18494.347665773657,18292.73702618393,18090.83615844998,17889.013952972946,17687.592424129358,17486.853131296957,17287.04244745815,17088.375945085932,16891.042092684816
31,2010/2/18,20534.77,20569.61,20381.3,20422.15,20584.01151872327,20699.767792545343,20843.573591438435,21005.049101836026,21180.80717459925,21368.744869879523,21567.40149711132,21775.69137980628,21992.76958742964,22217.956182471007,22450.689882425107,22690.49795783288,22936.975742985993,23189.772158480202,23448.5791633274,23713.123870737556,23983.162525471907,24258.475816496884,24538.8651691877,24824.149770311415,25114.164150707715,20485.64627790563,20371.087404408445,20230.541423381695,20075.01991109565,19908.437647201157,19733.343325525762,19551.58014790879,19364.564440141843,19173.42776118188,18979.098504370282,18782.35284355328,18583.84861083822,18384.148968804075,18183.73962758829,17983.04178755466,17782.422141068353,17582.20078378103,17382.657597396963,17184.03748688345,16986.55474022344,16790.39670293057
32,2010/2/19,20261.49,20261.49,19874.55,19894.02,20310.076204724784,20424.291975560453,20566.183983906027,20725.510552412306,20898.92960866233,21084.36619906701,21280.37907216424,21485.896999821824,21700.08629597555,21922.276071832046,22151.912514523294,22388.529185749405,22631.72680515795,22881.15896556548,23136.521725442577,23397.545829620216,23663.99076679329,23935.6401445545,24212.298030941904,24493.786019013947,24779.94084170034,20213.020024247762,20099.985718542146,19961.310145885927,19807.858338733055,19643.49297822132,19470.7288397536,19291.384595544656,19106.857722696168,18918.26472119771,18726.521629183746,18532.394291054945,18336.53178438388,18139.48977709193,17941.747515408442,17743.72059429547,17545.77082611761,17348.214046642428,17151.32641286377,16955.349570514507,16760.494955798866,16566.947421006458
33,2010/2/22,20407.84,20427.09,20313.15,20377.27,20456.777145897497,20571.817904335843,20714.73480746563,20875.21220166641,21049.883874524698,21236.65988493283,21434.08857117992,21641.09096758648,21856.827366322104,22080.622032722018,22311.91715369349,22550.242921823818,22795.19717273382,23046.43099711945,23303.638258062758,23566.54775554792,23834.917241041738,24108.528759121127,24387.184962595416,24670.706155878644,24958.927892612333,20359.019922604133,20245.16916309181,20105.491928166026,19950.931729084583,19785.379147370906,19611.367122806718,19430.727463989075,19244.867742083516,19054.91252162834,18861.784457358328,18666.254925415786,18468.97769170089,18270.51243775891,18071.341871444452,17871.88458958778,17672.505017946653,17473.521273590006,17275.211508210785,17077.81911296399,16881.557051270676,16686.61151062002
34,2010/2/23,20218.51,20711.75,20120.1,20623.0,20266.993140484243,20380.96662934408,20522.55764706563,20681.546241616667,20854.59743000319,21039.640660163608,21235.237737912827,21440.319707477953,21654.054651264272,21875.77310361167,22104.922426436275,22341.037170877666,22583.718903563065,22832.62195213063,23087.44301979163,23347.913422538746,23613.793159255205,23884.866296559463,24160.937318113283,24441.828195423615,24727.37600775297,20170.142841935787,20057.348312004768,19918.966907058464,19765.840611932173,19601.82391399139,19429.426254132668,19250.462446684105,19066.327004327402,18878.13405865921,18686.79770465389,18493.082162152794,18297.635131862626,18101.01110298556,17903.688305142452,17706.081451708087,17508.55158754697,17311.413878455154,17114.943895624176,16919.382772192133,16724.94149585094,16531.804526769414
35,2010/2/24,20357.42,20583.84,20351.05,20467.74,20406.236240848448,20520.992777387735,20663.55658728199,20823.63750296199,20997.877628643037,21184.192186665972,21381.133101823096,21587.624074148185,21802.82747040906,22026.069225423948,22256.7929042438,22494.52986017112,22738.87892242172,22989.492043713562,23246.063843476422,23508.323791726427,23776.03023843424,24048.965766661615,24326.933516787623,24609.754237185658,24897.263887781563,20308.720538421498,20195.15106077412,20055.818915097607,19901.640575401463,19736.49701106395,19562.914903937304,19382.721536917205,19197.32100359694,19007.835090144137,18815.18417176514,18620.137718825597,18423.34788201914,18225.372960131102,18026.694468428832,17827.72996954925,17628.842988892873,17430.350857582507,17232.531040104215,17035.62632628614,16839.849153397845,16645.385248930124
